Marco Russ,Eintracht Frankfurt,0.51960625
Marco Sailer,SV Darmstadt 98,0.4245666666666663
Mario Goetze,FC Bayern Munich,0.8348375
Mario Mandzukic,FC Bayern Munich,0.8070500000000002
Mario Vrancic,SV Darmstadt 98,0.52068
Marius Stankevicius,Hannover 96,0.5810857142857144
Marius Wolf,Hannover 96,0.3093772727272726
Marjan Petkovic,Eintracht Braunschweig,0.53535
Mark Uth,TSG 1899 Hoffenheim,0.4233321428571431
Markus Feulner,FC Augsburg,0.7645153846153847
Markus Suttner,FC Ingolstadt 04,0.4666857142857145
Marlon Frey,Bayer 04 Leverkusen,0.4670642857142857
Marnon-Thomas Busch,SV Werder Bremen,0.37866428571428584
Martin Angha,1. FC Nürnberg,0.4546944444444444
Martin Harnik,VfB Stuttgart,0.7778291666666667
Martin Hinteregger,Borussia Mönchengladbach,0.4920458333333333
Martin Lanig,Eintracht Frankfurt,0.5241
Martin Stranzl,Borussia Mönchengladbach,0.7399888888888893
Marvin Bakalorz,SC Paderborn 07,0.45711818181818165
Marvin Ducksch,SC Paderborn 07,0.49601666666666666
Marvin Friedrich,FC Schalke 04,0.37928124999999996
Marvin Matip,FC Ingolstadt 04,0.462
Marvin Plattenhardt,Hertha BSC Berlin,0.7004333333333332
Marvin Schulz,Borussia Mönchengladbach,0.33553749999999993
Marwin Hitz,FC Augsburg,0.641055
Matija Nastasic,FC Schalke 04,0.6857409090909088
Mats Hummels,Borussia Dortmund,0.8890653846153846
Mats Moeller Daehli,SC Freiburg,0.42515312499999997
Matthew Leckie,FC Ingolstadt 04,0.5209375
Matthias Ginter,Borussia Dortmund,0.7763289473684207
Matthias Henn,Eintracht Braunschweig,0.5028250000000001
Matthias Lehmann,1. FC Köln,0.7455958333333333
Matthias Ostrzolek,Hamburger SV,0.7189300000000001
Matthias Zimmermann,VfB Stuttgart,0.5008333333333334
Mattia Maggio,Hamburger SV,0.457
Maurice Hirsch,Hannover 96,0.37949375
Max Christiansen,FC Ingolstadt 04,0.35231
Max Gruen,VfL Wolfsburg,0.46936666666666665
Max Kruse,VfL Wolfsburg,0.835792857142857
Max Meyer,FC Schalke 04,0.663208
Maximilian Arnold,VfL Wolfsburg,0.8131210526315789
Maximilian Eggestein,SV Werder Bremen,0.46595000000000003
Maximilian Mittelstaedt,Hertha BSC Berlin,0.46538
Maximilian Philipp,SC Freiburg,0.39103666666666664
Mehdi Benatia,FC Bayern Munich,0.8533029411764711
Melvyn Lorenzen,SV Werder Bremen,0.4210181818181818
Mensur Mujdza,SC Freiburg,0.5915807692307691
Mergim Mavraj,1. FC Köln,0.5988199999999999
Mevlut Erdinc,Hannover 96,0.774035
Michael Gregoritsch,Hamburger SV,0.36473
Michael Heinloth,SC Paderborn 07,0.3714692307692312
Michael Mancienne,Hamburger SV,0.5189055555555555
Miiko Albornoz,Hannover 96,0.46625625000000004
Mijat Gacinovic,Eintracht Frankfurt,0.5515
Mike Frantz,SC Freiburg,0.53166
Milan Badelj,Hamburger SV,0.7835461538461537
Milos Jojic,1. FC Köln,0.7816638888888893
Milos Veljkovic,SV Werder Bremen,0.2798277777777774
